title,description,start_time,end_date,end_time,booking_date,booking_time,duration,festivals,weekend,vacation_time,unnamed:_18,unnamed:_19,unnamed:_20,selling_price,person_count,duration_hours,commercial_slot,lead_days,competitor_price,outlier_score,outlier_reason,is_global_outlier,slot_lag_price_1,slot_lag_price_2,days_since_last_booking,rolling_price_mean_30,bookings_last_7d,bookings_last_30d,occupancy_rate_7d,occupancy_rate_30d,booking_velocity,month,month_sin,month_cos,year,day_of_week,week_of_year,day_of_year,is_weekend,is_festival,festival_name,festival_detected,festival_category,festival_tier,festival_demand_level,festival_multiplier,festival_overlap_hours,festival_overlap_percentage,festival_window_start,festival_window_end,is_peak_festival,multiple_festival_overlap,highest_priority_festival,is_festival_eve,days_before_festival,days_after_festival,is_long_weekend,is_consecutive_holiday,is_school_vacation,is_local_vacation,is_vacation,season,is_peak_season,is_off_season,slot_type,slot_capacity_hours,commercial_units,duration_bucket,is_extended_booking,hours_over_24,effective_daily_rate,extended_discount_ratio,extended_stay,slot_utilization_ratio,opportunity_cost_factor,is_couple,is_family,is_corporate,weather_condition,lead_time_bucket,lead_time_cat,competitor_diff,temperature,rain_probability,humidity,wind_speed,cloud_cover,demand_score,business_confidence_score,month_slot_avg,month_weekend_slot_avg,month_guest_slot_avg,month_festival_slot_avg,month_leadtime_slot_avg,month_weather_slot_avg,hierarchical_fallback_avg,hierarchical_confidence_score,hierarchical_matched_level,slot_month_weekend_ratio,slot_month_weekend_diff,segment_mean,segment_median,segment_trimmed_mean,segment_weighted_median,segment_std,segment_count,segment_confidence,p25_price,p75_price,is_friday_night,is_saturday_day,is_saturday_night,is_sunday_day,is_sunday_night,is_holiday_bridge,wedding_season,is_same_day,is_lead_1_3d,is_lead_4_7d,is_lead_8_14d,is_lead_15_30d,is_lead_31_60d,is_lead_60d_plus,lead_time_demand_curve,current_occupancy_pct,remaining_inventory,booking_pace,occupancy_trend,demand_index,festival_importance_score,highest_revenue_weekday,highest_revenue_month,weekend_premium_ratio,summer_demand_ratio,winter_demand_ratio,rain_impact_ratio,similar_booking_density_30d,price_momentum_30d,historical_variance,is_near_holiday
Booked by Jaydeep Italiya,"Booking confirmed ✅ 
Farm number 11

₹2000 advance received

12 Mar 2025 at 7:00 PM to 13 Mar 2025 at 6:00 PM
8 Persons Max
Rent: ₹6000
Deposit: ₹2000

Deposit Refund after check out.",2025-03-12 19:00:00,2025-03-13 18:00:00,2025-03-13 18:00:00,2025-03-11,21:32:32,23.0000000002328,0,0,0,,,,6000.0,8,24.0,24H Night,0,0.0,0, (Strict),False,7500.0,20000.0,0.0,6800.0,7.0,20.0,1.0,0.6666666666666666,1.0,3,1.0,6.123233995736766e-17,2025,1,11,70,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,6000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,5573.333333333333,4110.0,4029.4117647058824,5573.333333333333,4583.333333333333,5573.333333333333,3500.0,0.99,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.499977500337495,0.33333333333333337,41.49977500337495,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Utkarsh,"Booking confirmed ✅ 
Farm number 11

₹1000 advance received

16 Mar 2025 at 7:00 PM to 17 Mar 2025 at 8:00 AM
8 Persons
Rent: ₹3000
Deposit: ₹2000

Deposit Refund after check out.",2025-03-16 19:00:00,2025-03-17 08:00:00,2025-03-17 08:00:00,2025-03-16,18:04:48,13.0000000004657,0,0,0,,,,3000.0,8,12.0,24H Night,0,0.0,0, (Strict),False,6000.0,7500.0,5.0,6400.0,4.0,17.0,0.5714285714285714,0.5666666666666667,0.5714285714285714,3,1.0,6.123233995736766e-17,2025,6,11,75,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,0.5,12H,0,0.0,6000.0,1.0,0,0.5,0.95,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,5640.0,4210.0,4205.882352941177,5640.0,4708.333333333333,5640.0,3750.0,0.99,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.0083855663051324,0.004761904761904745,36.583855663051324,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Bhargav,"Booking confirmed ✅ 
Farm number 11

₹2000 advance received

22 Mar 2025 at 7:00 PM to 23 Mar 2025 at 6:00 PM
10 Persons
Rent: ₹9500
Deposit: ₹2000

Deposit Refund after check out.",2025-03-22 19:00:00,2025-03-23 18:00:00,2025-03-23 18:00:00,2025-03-18,23:03:40,23.0000000002328,0,1,0,,,,9500.0,10,24.0,24H Night,3,0.0,0, (Strict),False,3000.0,6000.0,2.0,6950.0,2.0,17.0,0.2857142857142857,0.5666666666666667,0.2857142857142857,3,1.0,6.123233995736766e-17,2025,1,12,77,1,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,9500.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,100.0,90.0,5495.555555555556,8428.57142857143,6319.2307692307695,5495.555555555556,4437.5,5495.555555555556,7833.333333333333,0.9,1,1.387,1462.82,5239.285714285715,5100.0,5239.285714285715,5100.0,2173.2957198030563,28.0,1.0,3400.0,6575.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.21666666666666667,94.0,0.5041927831525662,-0.28095238095238095,51.54192783152566,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Hasu,"Booking confirmed ✅ 
Farm number 11

No advance - Family member - Hasu

23 Mar 2025 at 7:00 PM to 24 Mar 2025 at 6:00 PM
12 Persons
Rent: ₹3500
Deposit: ₹2000

Deposit Refund after check out.",2025-03-23 19:00:00,2025-03-24 18:00:00,2025-03-24 18:00:00,2025-03-18,10:51:50,23.0000000002328,0,0,0,,,,3500.0,12,24.0,24H Night,5,0.0,0, (Strict),False,9500.0,3000.0,0.0,7050.0,3.0,18.0,0.42857142857142855,0.6,0.42857142857142855,3,1.0,6.123233995736766e-17,2025,1,12,77,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,3500.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Standard,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5628.888888888889,4193.333333333333,6550.0,5628.888888888889,6547.058823529412,5628.888888888889,4883.333333333333,0.93,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.21666666666666667,94.0,0.714273809722219,-0.17142857142857143,33.64273809722219,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Agent Meet,"Booking confirmed ✅ 
Farm number 11

18 Mar 2025 at 8:00 PM to 19 Mar 2025 at 7:00 PM
15 Persons
Rent: ₹4000
Deposit: ₹2000

Deposit Refund after check out.",2025-03-18 20:00:00,2025-03-19 19:00:00,2025-03-19 19:00:00,2025-03-18,18:46:02,22.9999999995343,0,0,0,,,,4000.0,15,24.0,24H Night,0,0.0,0, (Strict),False,3500.0,9500.0,0.0,6950.0,4.0,19.0,0.5714285714285714,0.6333333333333333,0.5714285714285714,3,1.0,6.123233995736766e-17,2025,1,12,77,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4000.0,1.0,0,1.0,1.0,0,0,1,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,5617.777777777777,4176.666666666667,6530.7692307692305,5617.777777777777,4666.666666666667,5617.777777777777,4428.571428571428,0.9400000000000001,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,0.9022413931810099,-0.06190476190476191,35.5224139318101,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Nishant,"Booking confirmed ✅ 
Farm number 11

₹2000 advance received

21 Mar 2025 at 7:00 PM to 22 Mar 2025 at 6:00 PM
10 Persons
Rent: ₹4500
Deposit: ₹2000

Deposit Refund after check out.",2025-03-21 19:00:00,2025-03-22 18:00:00,2025-03-22 18:00:00,2025-03-19,10:45:31,23.0000000002328,0,0,0,,,,4500.0,10,24.0,24H Night,2,0.0,0, (Strict),False,4000.0,3500.0,1.0,6700.0,5.0,18.0,0.7142857142857143,0.6,0.7142857142857143,3,1.0,6.123233995736766e-17,2025,2,12,78,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5606.666666666667,4160.0,6511.538461538462,5606.666666666667,4645.833333333333,5606.666666666667,4357.142857142857,0.9400000000000001,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.1904563495370317,0.11428571428571432,38.40456349537032,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Mantra,"Booking confirmed
Farm number 11

₹500 advance received

19 Mar 2025 at 7:00 PM to 20 Mar 2025 at 6:00 PM
6 Persons
Rent: ₹4000
Deposit: ₹1000

Deposit Refund after check out.",2025-03-19 19:00:00,2025-03-20 18:00:00,2025-03-20 18:00:00,2025-03-19,14:34:03,23.0000000002328,0,0,0,,,,4000.0,6,24.0,24H Night,0,0.0,0, (Strict),False,4500.0,4000.0,0.0,6600.0,6.0,19.0,0.8571428571428571,0.6333333333333333,0.8571428571428571,3,1.0,6.123233995736766e-17,2025,2,12,78,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,5617.777777777777,4176.666666666667,4147.058823529412,5617.777777777777,4666.666666666667,5617.777777777777,3666.6666666666665,0.99,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.353362089771515,0.2238095238095238,40.03362089771515,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Umang,"Booking confirmed ✅ 
Farm number 11

₹1000 advance received

20 Mar 2025 at 7:00 PM to 21 Mar 2025 at 8:00 AM
5 Persons
Rent: ₹2500
Deposit: ₹1000

Deposit Refund after check out.",2025-03-20 19:00:00,2025-03-21 08:00:00,2025-03-21 08:00:00,2025-03-20,19:03:06,13.0000000004657,0,0,0,,,,2500.0,5,12.0,24H Night,0,0.0,1,Percentile (Strict),False,4000.0,4500.0,1.0,6450.0,7.0,19.0,1.0,0.6333333333333333,1.0,3,1.0,6.123233995736766e-17,2025,3,12,79,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,0.5,12H,0,0.0,5000.0,1.0,0,0.5,0.95,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,5651.111111111111,4226.666666666667,4235.294117647059,5651.111111111111,4729.166666666667,5651.111111111111,3791.6666666666665,0.99,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.5789224380667675,0.3666666666666667,42.289224380667676,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Prem,"Booking confirmed ✅ 
Farm number 11

₹500 advance received

21 Mar 2025 at 12:30 PM to 21 Mar 2025 at 6:00 PM
2 Persons
Rent: ₹2000
Deposit: ₹1000

Deposit Refund after check out.",2025-03-21 12:30:00,2025-03-21 18:00:00,2025-03-21 18:00:00,2025-03-21,12:00:43,5.49999999976717,0,0,0,,,,2000.0,2,12.0,Couple Half Day,0,0.0,1,Percentile (Month),False,2000.0,2500.0,1.0,2000.0,8.0,20.0,1.0,0.6666666666666666,1.1428571428571428,3,1.0,6.123233995736766e-17,2025,4,12,80,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Day,12.0,0.5,12H,0,0.0,4000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,3207.8947368421054,3207.8947368421054,2750.0,3207.8947368421054,3059.375,3207.8947368421054,2750.0,0.91,1,0.77,-727.5,3165.0,3150.0,3165.0,3150.0,566.6911759405549,10.0,1.0,2925.0,3375.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.7142600003857087,0.33333333333333337,43.64260000385708,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Akash Yadav,"Booking confirmed ✅ 
Farm number 11

₹1000 advance received

27 Mar 2025 at 9:00 AM to 27 Mar 2025 at 6:00 PM
5 Persons Max
Rent: ₹3000
Deposit: ₹1000

Deposit Refund after check out.",2025-03-27 09:00:00,2025-03-27 18:00:00,2025-03-27 18:00:00,2025-03-26,10:47:37,9.0,0,0,0,,,,3000.0,5,12.0,12H Day,0,0.0,0, (Strict),False,3500.0,1500.0,5.0,2350.0,3.0,19.0,0.42857142857142855,0.6333333333333333,0.42857142857142855,3,1.0,6.123233995736766e-17,2025,2,13,85,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Day,12.0,0.5,12H,0,0.0,6000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,3155.2631578947367,3155.2631578947367,3345.0,3155.2631578947367,2996.875,3155.2631578947367,3181.25,0.9500000000000001,1,0.77,-727.5,3165.0,3150.0,3165.0,3150.0,566.6911759405549,10.0,1.0,2925.0,3375.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,0.6766810448857575,-0.20476190476190476,33.266810448857576,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Jignesh Tejani,"Booking confirmed ✅ 
Rent: ₹4000

Jignesh Tejani",2025-03-28 19:00:00,2025-03-29 18:00:00,2025-03-29 18:00:00,2025-03-26,13:36:59,23.0000000002328,Eid-ul-Fitr,0,0,,,,4000.0,4,24.0,24H Night,2,0.0,0, (Strict),False,2500.0,4000.0,0.0,4850.0,4.0,20.0,0.5714285714285714,0.6666666666666666,0.5714285714285714,3,1.0,6.123233995736766e-17,2025,2,13,85,0,1,Festival,True,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,1,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5582.608695652174,4170.967741935484,4138.888888888889,14875.0,4640.0,5582.608695652174,3843.75,0.7,4,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.21666666666666667,94.0,0.8571300001928543,-0.09523809523809523,50.07130000192854,0.5,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Pankaj Jikadra,"Booking confirmed ✅ 
Farm number 11

₹3000 advance received

29 Mar 2025 at 7:00 PM to 30 Mar 2025 at 6:00 PM
15 Persons Max
Rent: ₹9500
Deposit: ₹2000

Deposit Refund after check out.",2025-03-29 19:00:00,2025-03-30 18:00:00,2025-03-30 18:00:00,2025-03-26,13:08:08,23.0000000002328,0,1,0,,,,9500.0,15,24.0,24H Night,3,0.0,0, (Strict),False,4000.0,2500.0,0.0,5050.0,5.0,21.0,0.7142857142857143,0.7,0.7142857142857143,3,1.0,6.123233995736766e-17,2025,2,13,85,1,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,9500.0,1.0,0,1.0,1.0,0,0,1,Clear,1,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,100.0,90.0,5495.555555555556,8428.57142857143,6319.2307692307695,5495.555555555556,4437.5,5495.555555555556,7833.333333333333,0.9,1,1.387,1462.82,5239.285714285715,5100.0,5239.285714285715,5100.0,2173.2957198030563,28.0,1.0,3400.0,6575.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.0203935862140747,0.014285714285714346,56.703935862140746,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Daksh,"Booking confirmed ✅ 
Farm number 11

₹2000 advance received

+91 88491 67128‬
1 Apr 2025 at 7:00 PM to 2 Apr 2025 at 6:00 PM
10 Persons Max
Rent: ₹4500
Deposit: ₹2000

Deposit Refund after check out.",2025-04-01 19:00:00,2025-04-02 18:00:00,2025-04-02 18:00:00,2025-03-26,15:41:42,23.0000000002328,0,0,0,,,,4500.0,10,24.0,24H Night,6,0.0,0, (Strict),False,9500.0,4000.0,0.0,4900.0,6.0,22.0,0.8571428571428571,0.7333333333333333,0.8571428571428571,3,1.0,6.123233995736766e-17,2025,2,13,85,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Standard,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5606.666666666667,4160.0,6511.538461538462,5606.666666666667,6488.235294117647,5606.666666666667,4716.666666666667,0.93,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.21666666666666667,94.0,1.1688152304416628,0.12380952380952381,38.188152304416626,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Agent Shyam,"Booking confirmed ✅ 
Farm number 11

28 Mar 2025 at 8:00 AM to 28 Mar 2025 at 6:00 PM
10 Persons Max
Rent: ₹2500
Deposit: ₹1000

Deposit Refund after check out.",2025-03-28 08:00:00,2025-03-28 18:00:00,2025-03-28 18:00:00,2025-03-27,19:11:48,9.99999999976717,0,0,0,,,,2500.0,10,12.0,12H Day,0,0.0,0, (Strict),False,3000.0,3500.0,1.0,2450.0,6.0,22.0,0.8571428571428571,0.7333333333333333,0.8571428571428571,3,1.0,6.123233995736766e-17,2025,3,13,86,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Day,12.0,0.5,12H,0,0.0,5000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,60.0,75.0,3181.5789473684213,3181.5789473684213,3666.6666666666665,3181.5789473684213,3028.125,3181.5789473684213,3666.6666666666665,0.7,3,0.77,-727.5,3165.0,3150.0,3165.0,3150.0,566.6911759405549,10.0,1.0,2925.0,3375.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.1688152304416628,0.12380952380952381,38.188152304416626,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Ankit Pandey,"Booking confirmed ✅ 
Farm number 11
₹1000 advance received

31 Mar 2025 at 7:00 PM to 1 Apr 2025 at 7:00 AM
12 Persons Max
Rent: ₹3000
Deposit: ₹1000

Deposit Refund after check out.",2025-03-31 19:00:00,2025-04-01 07:00:00,2025-04-01 07:00:00,2025-03-27,20:22:50,12.0,0,0,0,,,,3000.0,12,12.0,12H Night,3,0.0,0, (Month),False,1500.0,2000.0,0.0,2230.0,7.0,23.0,1.0,0.7666666666666667,1.0,3,1.0,6.123233995736766e-17,2025,3,13,86,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,12H Night,12.0,0.5,12H,0,0.0,6000.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2723.943661971831,0.4,7,1.022,60.0,2760.0,2760.0,2760.0,2760.0,0.0,1.0,0.2,2760.0,2760.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.3043308130763511,0.23333333333333328,39.54330813076351,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Dev Danej,"+91 98240 43044
12 Apr 2025 at 7:00 PM to 13 Apr 2025 at 6:00 PM
12 Persons Max
Rent: ₹12000
Deposit: ₹2000

Deposit Refund after check out.",2025-04-12 19:00:00,2025-04-13 18:00:00,2025-04-13 18:00:00,2025-03-28,16:23:16,23.0000000002328,0,1,0,,,,12000.0,12,24.0,24H Night,15,0.0,0, (Strict),False,4500.0,9500.0,1.0,5800.0,7.0,24.0,1.0,0.8,1.0,3,1.0,6.123233995736766e-17,2025,4,13,87,1,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,12000.0,1.0,0,1.0,1.0,0,1,0,Clear,2,Advance,0.0,26.0,20.0,60.0,4.2,25.0,100.0,95.0,5440.0,8250.0,6223.076923076923,5440.0,7000.0,5440.0,8545.454545454546,0.78,3,1.387,1462.82,5239.285714285715,5100.0,5239.285714285715,5100.0,2173.2957198030563,28.0,1.0,3400.0,6575.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.21666666666666667,94.0,1.2499843751953101,0.19999999999999996,58.9998437519531,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Vipul Chovatiya,"Booking confirmed ✅ 
Farm number 11

₹1000 advance received

30 Mar 2025 at 7:00 PM to 31 Mar 2025 at 6:00 PM
15 Persons Max
Rent: ₹4500
Deposit: ₹2000

Deposit Refund after check out.",2025-03-30 19:00:00,2025-03-31 18:00:00,2025-03-31 18:00:00,2025-03-28,14:34:04,23.0000000002328,0,0,0,,,,4500.0,15,24.0,24H Night,2,0.0,0, (Strict),False,12000.0,4500.0,0.0,5300.0,8.0,25.0,1.0,0.8333333333333334,1.1428571428571428,3,1.0,6.123233995736766e-17,2025,4,13,87,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,0,1,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5606.666666666667,4160.0,6511.538461538462,5606.666666666667,4645.833333333333,5606.666666666667,4357.142857142857,0.9400000000000001,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.21666666666666667,94.0,1.3714121144831977,0.16666666666666663,40.21412114483198,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Deep Vadi,"Booking confirmed ✅ 
Farm number 11

₹2000 advance received

+91 93280 38725
2 Apr 2025 at 7:00 PM to 3 Apr 2025 at 6:00 PM
4 Persons Max
Rent: ₹5500
Deposit: ₹2000

Deposit Refund after check out.",2025-04-02 19:00:00,2025-04-03 18:00:00,2025-04-03 18:00:00,2025-03-29,10:58:16,23.0000000002328,0,0,0,,,,5500.0,4,24.0,24H Night,4,0.0,0, (Strict),False,4500.0,12000.0,1.0,5500.0,9.0,25.0,1.0,0.8333333333333334,1.2857142857142858,3,1.0,6.123233995736766e-17,2025,5,13,88,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,5500.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Standard,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5584.444444444444,4126.666666666667,4058.823529411765,5584.444444444444,6429.411764705882,5584.444444444444,3733.3333333333335,0.7999999999999999,3,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.21666666666666667,94.0,1.5428386287935976,0.16666666666666663,41.92838628793598,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Deep Vadi,"Booking confirmed ✅ 
Farm number 11

₹2000 advance received

11 Apr 2025 at 7:00 PM to 12 Apr 2025 at 6:00 PM
10 Persons Max
Rent: ₹6000
Deposit: ₹2000

Deposit Refund after check out.",2025-04-11 19:00:00,2025-04-12 18:00:00,2025-04-12 18:00:00,2025-03-29,10:53:07,23.0000000002328,0,0,0,,,,6000.0,10,24.0,24H Night,13,0.0,1,Percentile (Strict),False,5500.0,4500.0,0.0,5700.0,10.0,26.0,1.0,0.8666666666666667,1.4285714285714286,3,1.0,6.123233995736766e-17,2025,5,13,88,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,summer,1,0,24H Night,24.0,1.0,24H,0,0.0,6000.0,1.0,0,1.0,1.0,0,1,0,Clear,2,Standard,0.0,26.0,20.0,60.0,4.2,25.0,60.0,90.0,5573.333333333333,4110.0,6453.846153846154,5573.333333333333,6400.0,5573.333333333333,4466.666666666667,0.93,1,1.387,1462.82,3776.470588235294,3600.0,3776.470588235294,3600.0,1107.6604916245242,17.0,1.0,3000.0,4400.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.21666666666666667,94.0,1.6483326291290046,0.1333333333333333,42.98332629129005,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
